miRNA	transcript	r	p.value	number_of_cell_line	m_mean	t_mean	number_of_sample_without_expression
hsa-mir-483	IGF2	0.366	5.49e-09	239	6.11134395051659	7.81087014587685	17
hsa-mir-483	INS-IGF2	-0.438	0.711	3	6.11134395051659	-12.4457046884081	288
hsa-mir-484	NDE1	0.209	0.0463	91	5.94286765778424	-5.65834674547088	193
hsa-mir-486-1	ANK1	0.0978	0.106	275	6.74132828603756	-0.375619621865772	1
hsa-mir-487b	MIR381HG	0.416	0.485	5	2.39984647723221	-9.29080186273777	286
hsa-mir-488	ASTN1	-0.488	0.0134	25	-4.40991638227119	-4.5723538121945	261
hsa-mir-489	CALCR	0.222	0.0332	92	-2.06350606904119	-4.03819698833021	197
hsa-mir-490	CHRM2	0.841	3.56e-47	172	2.79361188440812	-1.35706614795439	119
hsa-mir-491	FOCAD	0.0128	0.833	272	1.40325883591253	2.60473812979418	0
hsa-mir-493	AL117190.1	0.238	0.162	36	3.89744808431597	-7.55322901644953	252
hsa-mir-494	MEG8	-0.887	0.306	3	0.856030111705722	-12.382660614975	288
hsa-mir-495	MEG8	-0.966	0.168	3	2.71524955478884	-12.382660614975	288
hsa-mir-497	AC040977.2	0.379	0.133	17	3.60786190901075	-4.68648697905139	272
hsa-mir-497	MIR497HG	0.365	3.3e-10	278	3.60786190901075	0.112721008876718	0
hsa-mir-4999	RAB11B-AS1	0.0623	0.349	228	-0.270873955874857	1.82342468308078	50
hsa-mir-499a	MYH7B	0.482	1.98e-13	207	0.346004771964535	-0.43469889710076	71
hsa-mir-5001	TIGD1	-0.0378	0.551	251	-0.204845528540513	0.181170612506794	30
hsa-mir-5002	KALRN	-0.14	0.252	69	-3.87905843554949	-0.93511386855394	220
hsa-mir-5003	NEURL1B	0.0142	0.848	184	-1.37066644639926	3.4734112205249	102
hsa-mir-5004	SYNGAP1	0.318	0.539	6	-6.68951684840656	1.98613729723941	283
hsa-mir-5006	VWA8	-0.0744	0.575	59	-3.85252443991721	2.66568152591087	232
hsa-mir-5008	WNT9A	0.161	0.498	20	-4.83586880194788	-0.462792106919364	268
hsa-mir-5009	AP3S2	0.159	0.247	55	-4.2310796919869	3.86599710215935	234
hsa-mir-5009	ARPIN-AP3S2	0.228	0.0974	54	-4.2310796919869	3.7856101013307	234
hsa-mir-500a	CLCN5	0.514	1.23e-20	285	8.61872947923137	1.66626502449492	0
hsa-mir-500b	CLCN5	0.462	3.65e-16	279	3.21891682333724	1.66626502449492	1
hsa-mir-501	CLCN5	0.349	1.57e-09	284	6.03172497441687	1.66626502449492	0
hsa-mir-5010	ATP6V0A1	-0.0503	0.426	252	0.0626180296040986	4.55455041305247	25
hsa-mir-502	CLCN5	0.395	6.53e-12	280	3.62000363953496	1.66626502449492	0
hsa-mir-503	MIR503HG	0.504	6.65e-19	272	3.09036943323831	-0.137099201915668	12
hsa-mir-504	FGF13	0.369	2.91e-07	182	0.843062588827678	0.842567153507315	91
hsa-mir-5047	DDX5	0.467	0.533	4	-7.9219924280072	7.71777002552648	287
hsa-mir-505	ATP11C	-0.0195	0.746	279	5.94215513588675	-1.15767901727198	2
hsa-mir-5087	LINC01138	-0.341	0.0758	28	-4.91398838747886	-2.55142986261386	261
hsa-mir-5088	PRMT1	0.102	0.543	38	-4.81347748568324	7.19673300557834	250
hsa-mir-5089	AC005670.2	-0.0222	0.951	10	-5.91351032821768	0.00116772852729053	281
hsa-mir-5090	LRWD1	-0.000454	0.996	137	-1.77445185763023	3.77789792513169	145
hsa-mir-5092	SLC12A8	-0.00743	0.923	170	-1.43476631063319	2.66713305115294	114
hsa-mir-5094	AP3S2	0.141	0.386	40	-4.36241092001867	4.00399616390639	250
hsa-mir-5094	ARPIN-AP3S2	0.039	0.813	39	-4.36241092001867	3.7856101013307	250
hsa-mir-511	MRC1	0.508	4.59e-20	284	2.88096566919937	2.12878708089892	0
hsa-mir-5187	TOMM40L	0.114	0.108	201	-0.967604565308968	2.99937070458056	79
hsa-mir-5189	ZFPM1	0.291	0.168	24	-5.09709039230298	2.03516524094229	262
hsa-mir-5191	NAV1	-0.187	0.764	5	-7.9088742514453	-0.0161645445222501	285
hsa-mir-5192	B3GNT2	0.201	0.871	3	-7.73196262398343	3.33272111741144	287
hsa-mir-5193	UBA7	0.1	0.361	85	-3.03243403879386	3.95661187128387	202
hsa-mir-5194	CYRIB	-0.466	0.292	7	-7.13802182099973	4.97462793420991	283
hsa-mir-5196	CD22	0.0523	0.911	7	-5.97618080044675	1.19580982577107	283
hsa-mir-519a-2	AC011453.1	-0.663	0.337	4	-2.10391107549994	-10.7168488807102	286
hsa-mir-532	CLCN5	0.551	8.29e-24	282	10.55481205915	1.66626502449492	0
hsa-mir-539	MIR381HG	-0.4	0.505	5	2.7832258656133	-9.29080186273777	286
hsa-mir-543	MEG8	0.199	0.872	3	0.7819212170709	-12.382660614975	288
hsa-mir-544a	MIR381HG	-0.198	0.873	3	-4.46101604199343	-9.29080186273777	288
hsa-mir-544b	UMPS	-0.199	0.341	25	-5.06569930647248	4.32579606039483	264
hsa-mir-545	FTX	0.0602	0.378	216	-0.950984445804582	3.11552326851745	69
hsa-mir-548ag-2	MIR646HG	0.889	0.0178	6	-4.20449745744523	-8.95932399496231	285
hsa-mir-548ah	SHROOM3	-0.345	0.329	10	-6.66108157065622	3.52166628984158	279
hsa-mir-548al	AP001085.1	0.571	0.0415	13	-5.63854609814442	-4.87970457960413	278
hsa-mir-548ao	SFRP1	0.977	0.136	3	-8.56866258146053	0.823612957879687	286
hsa-mir-548aq	IGF2BP2	-0.0768	0.633	41	-4.36443493166759	4.35376111949872	249
hsa-mir-548ar	CDC16	0.0166	0.92	39	-4.72914018119476	5.31438649851622	252
hsa-mir-548at	ATP6V0A1	-0.0208	0.883	53	-4.27578496877821	3.75098082341706	237
hsa-mir-548au	PHF2	-0.0959	0.258	141	-1.97729684644918	3.63684813548267	136
hsa-mir-548aw	GFI1B	-0.212	0.0932	64	-3.05993373798518	-4.68013509104124	227
hsa-mir-548ax	ARHGAP6	-0.532	0.114	10	-6.89135653538167	0.833053953872782	281
hsa-mir-548b	FAM184A	0.198	0.0203	137	-1.81558496674437	-2.10083795877312	154
hsa-mir-548ba	AC009975.1	0.257	0.11	40	-3.97358125939634	-1.98510595801203	249
hsa-mir-548d-1	ATAD2	-0.0214	0.806	134	-2.39050540958014	3.67189712966257	156
hsa-mir-548e	SHOC2	0.0148	0.823	231	-0.809113119926162	3.79032963404341	57
hsa-mir-548f-1	PCDH15	0.0336	0.8	59	0.280271096941876	-7.61322765407313	232
hsa-mir-548j	TPST2	-0.114	0.116	193	-1.3168930238228	3.82007040455615	89
hsa-mir-548k	PPFIA1	-0.19	0.0293	132	-2.31909531279496	3.66304095808874	153
hsa-mir-548l	MRE11	0.0309	0.778	86	-3.25892808061883	3.05303074924079	194
hsa-mir-548n	DPY19L1	0.0421	0.724	73	-3.77487215509016	3.78331641657989	217
hsa-mir-548o-2	RALGAPB	0.0129	0.85	216	-1.26225127963344	3.64523555888421	72
hsa-mir-548p	ST8SIA4	-0.389	0.745	3	-8.47307915370158	0.452527524908663	288
hsa-mir-548s	LPIN1	0.24	0.000834	190	-1.46000704644835	3.23947022742853	97
hsa-mir-548t	GALNT7	0.137	0.103	142	-2.0010172652129	4.7993441699469	146
hsa-mir-548u	PRIM2	-0.221	0.634	7	-7.09966350326938	3.40858547717844	284
hsa-mir-548v	MTUS1	0.205	0.00203	225	-0.222288789812219	4.20057192801846	60
hsa-mir-548x	MIR548XHG	-0.511	0.659	3	-6.69598659786796	-4.08945570136677	287
hsa-mir-550a-1	ZNRF2	0.155	0.00892	282	2.08391749142206	3.60500695931993	1
hsa-mir-551a	MEGF6	-0.0373	0.633	166	-1.01749877740133	1.64571106378811	124
hsa-mir-552	AC099565.1	0.437	1.69e-11	216	7.76609664344311	-3.35505454594132	62
hsa-mir-555	ASH1L	0.0312	0.888	23	-4.43640541511659	2.46987325171502	263
hsa-mir-556	NOS1AP	-0.201	0.00174	241	0.186657353194913	0.698652983617462	43
hsa-mir-5572	ARNT2	-0.398	0.602	4	-7.9389014977236	0.534517503198693	287
hsa-mir-5579	TENM4	-0.00279	0.98	86	-3.4051288870177	-1.01892798001534	205
hsa-mir-558	BIRC6	-0.262	0.831	3	-7.49178497893483	4.05295226508167	288
hsa-mir-5581	MEAF6	-0.175	0.0237	167	-1.80601292037517	5.57225901258205	114
hsa-mir-5582	CKAP5	-0.0946	0.375	90	-2.97750150203386	5.13030105107468	196
hsa-mir-5583-2	MIR924HG	0.973	0.0272	4	-7.9289722219449	0.443752247841259	286
hsa-mir-5584	RNF220	0.164	0.756	6	-7.43963370744404	-2.56910221227419	283
hsa-mir-5585	TMEM39B	0.0349	0.894	17	-6.08232436796124	3.44530510403504	272
hsa-mir-5586	RTN1	0.397	3.1e-11	259	0.520129648437733	-0.271802742172022	28
hsa-mir-5587	CAPN15	0.121	0.724	11	-6.27319909873918	4.34608854879382	278
hsa-mir-5588	EHHADH	0.0226	0.816	109	-2.72150461462277	2.80401663757416	174
hsa-mir-559	EPCAM	0.22	0.0011	217	-0.483766168471752	10.0201475970199	65
hsa-mir-561	GULP1	0.183	0.0122	187	-1.10634921103146	2.03184893289272	98
hsa-mir-564	KIF15	0.0851	0.622	36	-4.17140718727026	1.05377081982947	253
hsa-mir-564	TMEM42	-0.0956	0.492	54	-4.17140718727026	3.4368059309654	234
hsa-mir-567	C3orf52	0.0257	0.944	10	-6.50621070208261	3.45130746936787	281
hsa-mir-5682	STXBP5L	0.603	0.0497	11	-6.04552373062798	-4.2313503676586	280
hsa-mir-5687	PLPP1	-0.29	0.0034	100	-3.21357537782746	4.77138541336356	184
hsa-mir-5690	FKBP5	0.231	0.00512	145	-2.10079321467152	4.15337017805418	142
hsa-mir-5691	SCUBE2	-0.343	0.275	12	-6.61758594281312	0.651087525985249	277
hsa-mir-5692c-2	AC079781.5	0.802	0.407	3	-8.66829331805096	0.00975134303637713	288
hsa-mir-5697	NMNAT1	0.0899	0.643	29	-5.17248688346111	2.52839152563096	259
hsa-mir-5698	NUP210L	0.289	0.00354	100	-0.772724702779447	-7.28740487906912	187
hsa-mir-5699	DIP2C	-0.0207	0.762	217	-0.548227922163376	-0.591905440234952	72
hsa-mir-570	MUC20-OT1	0.29	4.2e-06	243	-0.107799202630917	2.06063471408469	46
hsa-mir-5703	AGFG1	-0.0888	0.168	243	-0.230944408102866	2.2860872988213	37
hsa-mir-5706	DMXL1	-0.0362	0.605	206	-1.19904221576191	1.02396955964344	75
hsa-mir-573	DHX15	0.0468	0.611	121	-1.22513533301338	-1.61940984640183	169
hsa-mir-574	FAM114A1	0.327	3.23e-08	272	6.47392425754186	4.13730142383927	0
hsa-mir-576	SEC24B	-0.0894	0.135	281	3.29131981841358	3.4879177762108	0
hsa-mir-577	UGT8	0.416	8.79e-13	271	5.68172544619831	4.41415889939858	5
hsa-mir-578	CPE	0.0197	0.918	30	-5.10756944110841	4.06526197038709	258
hsa-mir-579	ZFR	-0.142	0.0354	221	-0.747091350659925	4.46216084255823	67
hsa-mir-580	LMBRD2	0.0612	0.365	221	-0.513029500807192	1.72213846411487	56
hsa-mir-581	ARL15	0.0957	0.181	197	-0.949877252187967	2.97619865156362	84
hsa-mir-582	PDE4D	0.245	5.48e-05	265	8.3486934468893	-0.567109407448106	0
hsa-mir-584	SH3TC2	0.627	2.73e-31	273	8.38125882161449	0.843371774777846	1
hsa-mir-585	SLIT3	0.0564	0.496	148	-2.0088873694205	1.45495165019704	141
hsa-mir-586	SUPT3H	0.931	0.237	3	-8.34464658491954	2.09036742387373	287
hsa-mir-589	FBXL18	0.0427	0.485	270	6.0434112827413	1.41229126043564	0
hsa-mir-590	EIF4H	-0.0374	0.55	258	4.23932277094939	7.64403257632272	9
hsa-mir-591	SLC25A13	0.425	0.721	3	-7.68196838941222	4.02219832091864	286
hsa-mir-592	GRM8	0.832	1.85e-71	274	4.95665743493377	2.08443725070814	17
hsa-mir-596	AC019257.8	0.352	0.181	16	-5.08427910134738	-2.69679752110122	274
hsa-mir-597	TNKS	-0.0931	0.443	70	-3.55473632396604	2.36168105083894	216
hsa-mir-598	XKR6	0.684	2.27e-33	232	4.04920591552652	-3.03160803787158	53
hsa-mir-600	MIR600HG	-0.124	0.313	68	-3.45746667309844	-0.135726555904159	220
hsa-mir-600	STRBP	0.2	0.198	43	-3.45746667309844	-1.83928675582765	246
hsa-mir-601	DENND1A	0.511	0.489	4	-7.9624590142521	4.27896881752195	287
hsa-mir-602	EHMT1	-0.903	0.283	3	-8.64349333067883	-5.92413484152394	288
hsa-mir-603	KIAA1217	0.234	0.766	4	-7.77609066972929	1.92975841566464	286
hsa-mir-604	SVIL	-0.944	0.0158	5	-7.32909050689859	3.7454374106681	286
hsa-mir-605	PRKG1	0.0726	0.294	211	-0.385415511789981	0.73536008515574	72
hsa-mir-6073	SOX6	-0.134	0.532	24	-5.24738122712314	-1.14664389852489	265
hsa-mir-6084	PINK1	-0.231	0.188	34	-4.29824628359148	4.36387568539617	255
hsa-mir-611	TMEM258	-0.415	0.0106	37	-4.29073704284292	7.67095195773492	249
hsa-mir-612	NEAT1	0.0641	0.524	101	-2.35046077561958	3.69545596873317	181
hsa-mir-6125	USP15	0.201	0.00553	189	-0.812631754705032	3.26424110874995	94
hsa-mir-6132	AC106873.8	-0.113	0.617	22	-3.53982688337414	-3.65579748198099	265
hsa-mir-6132	ST7	-0.305	0.0212	57	-3.53982688337414	3.96526237372036	228
hsa-mir-6132	ST7-OT4	0.0387	0.828	34	-3.53982688337414	-2.92709348140448	253
hsa-mir-614	GPRC5A	-0.0777	0.454	95	-2.4386663747072	6.28347299158345	190
hsa-mir-615	AC012531.2	0.552	4.85e-14	159	1.24665996105895	-1.82510988448162	130
hsa-mir-615	AC012531.3	0.705	0.0104	12	1.24665996105895	-6.93639697699885	279
hsa-mir-615	HOXC4	0.563	4.18e-10	105	1.24665996105895	-2.8053002974876	184
hsa-mir-615	HOXC5	0.441	1.17e-06	112	1.24665996105895	-3.66196092586832	176
hsa-mir-616	AC022506.1	-0.156	0.802	5	1.6819131431981	-4.18350011834453	285
hsa-mir-616	DDIT3	0.103	0.0902	272	1.6819131431981	4.99872361176097	7
hsa-mir-617	LIN7A	-0.451	0.549	4	-8.63645450162894	0.45588419292526	287
hsa-mir-618	LIN7A	0.345	7.32e-07	196	-0.547297517404764	0.457625978283479	92
hsa-mir-621	SLC25A15	-0.104	0.69	17	-6.22572764645236	3.39634725925298	272
hsa-mir-623	UBAC2	-0.0139	0.979	6	-6.61995288221483	6.09089775287632	283
hsa-mir-624	STRN3	0.0394	0.52	268	0.369584673419316	2.82730385679234	14
hsa-mir-625	FUT8	0.595	7.76e-29	287	9.00056107235516	4.38381500260939	0
hsa-mir-627	VPS39	-0.18	0.00327	266	1.04611915844184	3.72807999660652	10
hsa-mir-628	CCPG1	0.13	0.0362	261	3.00732931773614	4.36040653042756	5
hsa-mir-628	DNAAF4-CCPG1	0.117	0.233	105	3.00732931773614	-2.21104338682302	176
hsa-mir-629	TLE3	0.0597	0.325	274	6.90814713610858	3.99454020347081	0
hsa-mir-630	ARIH1	0.21	0.652	7	-7.43124342477586	0.105955996472108	284
hsa-mir-632	AC005899.4	-0.529	0.645	3	-0.843333080923605	-8.67857198327177	288
hsa-mir-632	ZNF207	-0.0316	0.649	210	-0.843333080923605	6.30565560141313	73
hsa-mir-635	WIPI1	0.408	0.423	6	-7.06246501636494	4.74787613057135	285
hsa-mir-636	SRSF2	-0.0315	0.711	141	-2.11434248258798	6.87163830191214	145
hsa-mir-638	DNM2	-0.512	0.195	8	-7.2286008153778	6.37853552114851	283
hsa-mir-639	TECR	0.00573	0.931	230	-0.43342775681517	7.54589351312269	46
hsa-mir-640	GATAD2A	0.927	0.245	3	-8.56181946424445	3.75367168771555	288
hsa-mir-641	AKT2	-0.143	0.0779	152	-2.01325090627392	4.61153182335056	134
hsa-mir-642a	GIPR	0.465	1.06e-15	266	2.42278212033466	-0.413265193878704	11
hsa-mir-643	ZNF766	-0.012	0.853	241	-0.452920267727387	2.74923220837137	43
hsa-mir-647	UCKL1	-0.756	0.0302	8	-7.07570604103922	4.97470566500177	283
hsa-mir-6499	FAT2	-0.158	0.765	6	-6.40423642247092	-4.1411525389342	284
hsa-mir-650	IGLV2-8	0.0197	0.954	11	-6.54261138177894	6.31825819776872	280
hsa-mir-6501	SON	0.0155	0.851	148	-1.81888484675713	5.08604869964858	137
hsa-mir-6502	IRAK3	-0.0326	0.718	125	-2.39963753104458	0.10948773785651	158
hsa-mir-6503	MS4A4E	0.115	0.146	161	-1.90739395344488	-3.28569357228433	128
hsa-mir-6504	CMIP	0.0285	0.914	17	-5.78159916623718	5.0765253630585	271
hsa-mir-6505	PFKM	0.0947	0.541	44	-4.49036227636592	4.70864245141235	245
hsa-mir-6506	MARF1	-0.17	0.215	55	-4.12359899183064	3.06554277818594	235
hsa-mir-6507	HPSE2	0.325	0.0021	87	-2.10733990309428	-3.00603531778372	198
hsa-mir-6508	GET1-SH3BGR	-0.205	0.229	36	-4.70393724942613	-1.37284402818676	254
hsa-mir-6508	SH3BGR	0.197	0.235	38	-4.70393724942613	1.00515271549349	249
hsa-mir-6509	WDR91	-0.000343	0.996	237	-0.418574958075883	1.32996113887583	49
hsa-mir-651	AC079142.1	0.417	2.02e-12	262	1.77833471076177	-1.6256738875309	16
hsa-mir-6510	KRT15	0.135	0.095	154	-1.65093813221637	2.64761327253088	133
hsa-mir-6511b-1	PKD1	0.00405	0.951	237	0.575532263444076	2.26481168946861	36
hsa-mir-6512	AC019080.1	0.0458	0.907	9	-6.64803812828751	-1.53478917361475	281
hsa-mir-6512	NFE2L2	0.00741	0.985	9	-6.64803812828751	-1.81025014617415	282
hsa-mir-6513	TMBIM1	0.0183	0.852	106	-2.93451142955517	7.42851315737246	179
hsa-mir-6514	NXF1	-0.12	0.114	175	-1.63509954481924	5.0881721394859	106
hsa-mir-6515	CALR	-0.0909	0.317	123	-2.58429339413988	9.37386995392145	162
hsa-mir-6516	SCARNA16	0.612	9.33e-05	35	-1.01795673202685	3.494053021266	254
hsa-mir-6516	SEC14L1	-0.0345	0.767	76	-1.01795673202685	-4.58579742315289	212
hsa-mir-6516	SNHG20	0.215	0.00171	210	-1.01795673202685	2.69587199431017	80
hsa-mir-652	TMEM164	0.271	5.72e-06	273	5.15202306110792	4.318391701385	0
hsa-mir-653	CALCR	0.567	3.46e-20	221	2.45901614287053	-4.03819698833021	67
hsa-mir-655	MIR381HG	0.678	0.322	4	1.13130267769597	-9.29080186273777	286
hsa-mir-657	AATK	0.52	0.0834	12	-6.15973276786477	0.857928011568213	277
hsa-mir-658	ANKRD54	0.07	0.379	160	-1.45694202664002	3.30671332125906	116
hsa-mir-659	ANKRD54	-0.0407	0.749	64	0.166910560364225	-5.42073835385462	225
hsa-mir-660	CLCN5	0.469	2.04e-16	275	5.95013058665843	1.66626502449492	0
hsa-mir-661	PLEC	-0.371	0.629	4	-8.04796344541679	5.27680921404507	286
hsa-mir-664a	RAB3GAP2	0.0243	0.686	279	4.40476874763088	2.72861234821178	0
hsa-mir-664a	SNORA36B	0.838	0.367	3	4.40476874763088	-2.01473864150182	287
hsa-mir-664b	DKC1	0.0124	0.842	260	1.77658161559309	6.33694240834785	5
hsa-mir-664b	SNORA36A	0.3	0.4	10	1.77658161559309	-0.62014607082889	278
hsa-mir-665	AL117190.1	-0.0233	0.922	20	-1.80113582146091	-7.55322901644953	269
hsa-mir-671	CHPF2	0.0258	0.676	266	3.12720503353712	4.59240152767172	0
hsa-mir-6715a	TECTB	0.272	0.0327	62	-2.31366308553097	-5.94197746912008	227
hsa-mir-6716	PHLDB1	0.069	0.293	234	-0.747219026274787	4.05582511419063	50
hsa-mir-6717	NDRG2	0.371	0.00619	53	-4.0187080816006	5.5223473192556	235
hsa-mir-6718	DLGAP1-AS3	0.243	0.197	30	-0.310967021826113	-7.5303829752961	254
hsa-mir-6721	AGPAT1	-0.129	0.427	40	-4.24368065081273	5.42926166321232	249
hsa-mir-6726	ACAP3	0.0687	0.532	85	-2.46124535833235	3.32736172061134	195
hsa-mir-6727	INTS11	0.122	0.392	51	-3.68203933902418	5.4764971842271	231
hsa-mir-6728	ENO1	0.322	0.000768	106	-2.59578093505763	9.93418800614364	179
hsa-mir-6729	MIIP	-0.166	0.473	21	-5.31123575076856	4.45461926935205	266
hsa-mir-6730	DHRS3	0.137	0.169	102	-2.40516659711077	5.37628625838725	181
hsa-mir-6731	RUNX3	-0.0973	0.37	87	-3.14152825679229	2.23090678648171	199
hsa-mir-6732	ZC3H12A	0.285	0.15	27	-4.78075766271487	4.36955201069225	263
hsa-mir-6733	EBNA1BP2	0.13	0.0618	208	-1.34695404427304	6.22764405545962	77
hsa-mir-6734	ELOVL1	0.114	0.164	151	-1.91273884102376	6.67005595770926	131
hsa-mir-6735	SZT2	0.0244	0.826	84	-3.07641566250078	2.71821939589326	195
hsa-mir-6736	PIAS3	-0.0088	0.977	13	-4.78142245477119	3.00739295540306	269
hsa-mir-6737	AL358472.7	-0.165	0.179	68	-3.45043711033844	-1.72711058975003	221
hsa-mir-6737	SLC39A1	-0.245	0.0356	74	-3.45043711033844	6.19507146276271	209
hsa-mir-6738	ARHGEF2	-0.0528	0.825	20	-4.39031828131526	4.80029699835262	264
hsa-mir-6739	IPO9	0.104	0.538	37	-4.71017181258068	2.92530852669692	252
hsa-mir-6740	RNPEP	0.0701	0.632	49	-3.97741067924064	5.95528231311185	240
hsa-mir-6741	AL117348.2	0.119	0.779	8	-3.65542561022103	-6.6487279243651	282
hsa-mir-6741	PYCR2	-0.0152	0.918	48	-3.65542561022103	5.70117038444808	233
hsa-mir-6742	TRIM11	0.198	0.202	43	-4.51483462390897	4.16309902367654	244
hsa-mir-6743	RIC8A	-0.073	0.672	36	-4.1742293981957	5.35235814614157	249
hsa-mir-6744	MUC5B	0.372	0.00068	80	-2.1797923606918	5.01016211164421	210
hsa-mir-6746	FADS3	-0.284	0.104	34	-4.39015953115013	3.27966872632249	252
hsa-mir-6747	AP002990.1	-0.198	0.0388	109	-2.70421983463591	1.4647262333817	176
hsa-mir-6747	EEF1G	-0.0429	0.66	108	-2.70421983463591	11.0905759761295	175
hsa-mir-6748	TMEM179B	-0.145	0.2	80	-3.06602257827884	5.92581559083961	202
hsa-mir-6749	ATG2A	-0.123	0.416	46	-3.49681452366492	3.59422227449662	237
hsa-mir-675	H19	0.577	6.34e-26	276	4.89295848451972	6.99485177000482	4
hsa-mir-6750	ATG2A	-0.136	0.266	69	-3.24307297744064	3.59422227449662	216
hsa-mir-6751	SYVN1	0.108	0.466	48	-3.77011062894816	5.06440755576715	231
hsa-mir-6752	AIP	-0.711	0.497	3	-8.70849780325728	5.73599050409538	286
hsa-mir-6753	TCIRG1	-0.0678	0.737	27	-4.93662424647866	5.31679094178397	260
hsa-mir-6754	NADSYN1	0.273	0.0456	54	-3.92875740428666	4.66120701542897	231
hsa-mir-6755	EED	0.17	0.00778	243	-0.326992634728309	3.86396647894711	35
hsa-mir-6756	MCAM	-0.366	0.103	21	-4.33560441805663	4.80676305666842	266
hsa-mir-6757	TNS2	-0.451	0.0141	29	-5.18028550404375	2.97032023398385	261
hsa-mir-6758	MARS1	-0.177	0.251	44	-4.51483077036309	5.60344812622696	247
hsa-mir-676	EDA	0.661	2.49e-25	191	-0.282818446363241	0.631891459938934	98
hsa-mir-6761	ALDH2	0.302	6.95e-07	260	0.749074292386427	7.81360698195505	15
hsa-mir-6762	TPCN1	0.149	0.276	55	-3.51309913341493	4.16616033552577	232
hsa-mir-6763	FBRSL1	-0.196	0.0614	92	-2.91264442669081	4.20322625957651	195
hsa-mir-6764	YY1	-0.12	0.197	117	-2.63417977218443	5.40088594384038	171
hsa-mir-6766	POLG	-0.0392	0.779	54	-3.75520147122787	4.17677015403883	233
hsa-mir-6767	CCNF	0.0538	0.732	43	-4.58818512177355	3.16963079716881	248
hsa-mir-6768	TEDC2	-0.0494	0.951	4	-7.76550473068603	2.49749891090731	286
hsa-mir-6769a	MGRN1	-0.332	0.0117	57	-3.36670570417739	4.87587150333104	229
hsa-mir-6769b	IKBKE	0.32	0.057	36	-3.76469156255184	3.50593815730138	243
hsa-mir-6770-1	NPIPA1	-0.177	0.823	4	-8.08047963445844	3.11479435503991	285
hsa-mir-6770-2	AC138969.1	-0.25	0.633	6	-7.66769440448464	2.86031326402649	284
hsa-mir-6771	ADCY7	0.0165	0.964	10	-5.76140796655478	1.87466078080914	280
hsa-mir-6772	KIFC3	-0.291	0.0613	42	-4.33514874054991	3.05337885205322	244
hsa-mir-6773	ESRP2	0.25	0.0484	63	-3.87653063302166	4.47441797725276	217
hsa-mir-6774	IRF8	0.252	0.0747	51	-3.45374701822038	4.68611698993019	233
hsa-mir-6775	SLC7A5	0.0271	0.885	31	-5.21881464127535	5.8053729303147	256
hsa-mir-6776	CLUH	0.298	0.0823	35	-4.22995395799851	5.28903330504002	251
hsa-mir-6777	SREBF1	0.19	0.0302	130	-2.0009246522817	5.09214063602185	148
hsa-mir-6778	SHMT1	0.00705	0.986	9	-6.72618047375447	4.21984610822982	281
hsa-mir-6779	LASP1	0.157	0.196	70	-3.17970255709987	6.95955273713597	217
hsa-mir-6780a	EZH1	-0.236	0.332	19	-5.83888719217726	2.91661856140413	271
hsa-mir-6780b	ABCC10	0.104	0.552	35	-4.69009532842259	2.99826015055551	254
hsa-mir-6781	BECN1	0.00344	0.97	120	-2.40397744439611	5.7996234543591	165
hsa-mir-6782	UBTF	-0.0267	0.895	27	-4.49590468452424	5.34942476590653	262
hsa-mir-6783	KIF18B	0.0668	0.335	210	-0.997068083389614	2.67345598169656	76
hsa-mir-6784	PLCD3	0.28	0.0653	44	-3.92242872960749	5.68827310525941	244
hsa-mir-6785	TMEM94	-0.295	0.113	30	-4.22458262990727	4.86952997030575	251
hsa-mir-6786	HGS	-0.156	0.377	34	-4.47449063720415	5.33392206018328	253
hsa-mir-6787	SLC16A3	0.117	0.468	41	-4.06987848417735	6.52407997556275	245
hsa-mir-6788	PIEZO2	-0.381	0.00579	51	-3.3406299085183	-1.14168159695216	234
hsa-mir-6789	PLEKHJ1	0.0851	0.661	29	-4.81727405156726	6.70505421464591	260
hsa-mir-6790	GTF2F1	0.748	0.0875	6	-5.98966509065151	5.65384708513574	282
hsa-mir-6791	GPR108	-0.225	0.369	18	-5.49082513341556	4.91359888481409	271
hsa-mir-6792	CAMSAP3	-0.619	0.0318	12	-6.26711173899194	4.23945596256733	278
hsa-mir-6793	DNM2	0.109	0.146	179	-1.0966603641128	6.57535658686839	98
hsa-mir-6794	MAST1	-0.583	0.604	3	-8.72046427490228	-1.73039272863845	288
hsa-mir-6795	NOTCH3	-0.642	0.00301	19	-5.11112536132308	3.54631187917408	272
hsa-mir-6796	PLD3	-0.118	0.567	26	-4.38145237781567	6.55226899688025	262
hsa-mir-6797	RPS19	0.078	0.395	121	-2.24076954316944	11.5358096597882	159
hsa-mir-6798	RUVBL2	0.159	0.0367	172	-1.3184827580162	6.62587730722537	104
hsa-mir-6799	AP2A1	0.0725	0.648	42	-4.36340522291681	5.28685092674507	244
hsa-mir-6800	MED25	-0.337	0.055	33	-4.52408748030296	5.03361851995904	253
hsa-mir-6801	PPP2R1A	0.263	0.177	28	-4.3618524034639	7.30961392553489	261
hsa-mir-6802	PPP6R1	0.0037	0.962	165	-1.38948203742756	5.28459017065089	110
hsa-mir-6803	PPP6R1	-0.0241	0.762	160	-1.27292756162578	5.28459017065089	112
hsa-mir-6804	PPP6R1	0.0661	0.681	41	-4.57363755902337	5.3272025316495	247
